Bassett, Richard 
Havens, Harrison Eugene
Hawley, John Baldwin
Hazelton, Gerry Whiting
Hazelton, John Wright
Herndon, William Smith
Hoar, Ebenezer Rockwood
Hodges, Asa 
Hooper, Samuel 
Houghton, Sherman Otis
Howe, Albert Richards
Howe, Timothy Otis
Hyde, Ira Barnes
Hynes, William Joseph
Jewett, Hugh Judge
Kellogg, Stephen Wright
Kendall, Charles West
Lamison, Charles Nelson
Lamport, William Henry
Lansing, William Esselstyne
Lawrence, Effingham 
Lawson, John Daniel
Leach, James Madison
Lewis, Barbour 
Lofland, James Rush
Loughridge, William 
Lowe, David Perley
Lowndes, Lloyd 
Magee, John Alexander
Marshall, Samuel Scott
Martin, James Stewart
Maynard, Horace 
McCreery, Thomas Clay
McDill, Alexander Stuart
McFadden, Obadiah Benton
McJunkin, Ebenezer 
McKee, George Colin
McLean, William Pinkney
McNulta, John 
Mellish, David Batcheller
Merriam, Clinton Levi
Merrimon, Augustus Summerfield
Mitchell, Alexander 
Moore, William Sutton
Morton, Oliver Hazard Perry Throck
Myers, Leonard 
Nesmith, James Willis
Niblack, William Ellis
Niles, Jason 
Nunn, David Alexander
Oglesby, Richard James
Orr, Jackson 
Packard, Jasper 
Parker, Hosea Washington
Parker, Isaac Charles
Parsons, Richard Chappel
Patterson, John James
Pelham, Charles 
Pendleton, James Monroe
Perry, Eli 
Platt, James Henry
Ransier, Alonzo Jacob
Rapier, James Thomas
Rawls, Morgan 
Ray, William Henry
Read, William Brown
Rice, John Blake
Richmond, Hiram Lawton
Roberts, Ellis Henry
Roberts, William Randall
Robinson, James Carroll
Robinson, James Wallace
Sargent, Aaron Augustus
Sayler, Henry Benton
Schell, Richard 
Scofield, Glenni William
Scudder, Henry Joel
Scudder, Isaac Williamson
Sener, James Beverley
Shanks, John Peter Cleaver
Sheats, Charles Christopher
Sheldon, Lionel Allen
Sheridan, George Augustus
Shoemaker, Lazarus Denison
Sloan, Andrew 
Sloss, Joseph Humphrey
Small, William Bradbury
Smart, James Stevenson
Smith, George Luke
Smith, Horace Boardman
Smith, John Ambler
Smith, John Quincy
Smith, William Alexander
Snyder, Oliver P.
Speer, Robert Milton
Spencer, George Eliphaz
Sprague, William Peter
St. John, Charles 
Stanard, Edwin Obed
Standiford, Elisha David
Stevens, Charles Abbot
Strawbridge, James Dale
Sypher, Jacob Hale
Taylor, Alexander Wilson
Thomas, Charles Randolph
Thomas, Christopher Yancy
Todd, Lemuel 
Tremain, Lyman 
Tyner, James Noble
Wadleigh, Bainbridge 
Ward, Jasper Delos
Ward, Marcus Lawrence
White, Alexander 
Whitehead, Thomas 
Whiteley, Richard Henry
Whiting, William 
Willard, Charles Wesley
Williams, John McKeown Snow
Williams, William 
Willie, Asa Hoxie
Wilson, Jeremiah Morrow
Wilson, Joseph Gardner
Wolfe, Simeon Kalfius
Woodford, Stewart Lyndon
Young, John Duncan
Young, Pierce Manning Butler
Harvey, James Madison
Pease, Henry Roberts
Washburn, William Barrett
Abbott, Josiah Gardner
Adams, Charles Henry
Ainsworth, Lucien Lester
Anderson, William Black
Ashe, Thomas Samuel
Bagby, John Courts
Bass, Lyman Kidder
Bell, Samuel Newell
Bennett, Thomas Warren
Booth, Newton 
Bradford, Taul 
Bradley, Nathan Ball
Brown, John Young
Brown, William Ripley
Bruce, Blanche Kelso
Buffinton, James 
Burchard, Samuel Dickinson
Burleigh, John Holmes
Burnside, Ambrose Everett
Buttz, Charles Wilson
Caldwell, John Henry
Campbell, Alexander 
Caperton, Allen Taylor
Carr, Nathan Tracy
Cason, Thomas Jefferson
Cate, George Washington
Caulfield, Bernard Gregory
Chapin, Chester William
Christiancy, Isaac Peckham
Cochran, Alexander Gilmore
Cowan, Jacob Pitzer
Crounse, Lorenzo 
Davy, John Madison
De Bolt, Rezin A.
Dobbins, Samuel Atkinson
Durand, George Harman
Egbert, Albert Gallatin
Ely, Smith 
English, James Edward
Faulkner, Charles James
Field, David Dudley
Fite, Samuel McClary
Flye, Edwin 
Frost, Rufus Smith
Goodin, John Randolph
Hamilton, Robert 
Hamlin, Hannibal 
Haralson, Jeremiah 
Hathorn, Henry Harrison
Haymond, William Summerville
Hays, Charles 
Hersey, Samuel Freeman
Hoge, Solomon Lafayette
Hoskins, George Gilbert
Humphreys, Andrew 
Hurlbut, Stephen Augustus
Hyman, John Adams
Jenks, George Augustus
Johnson, Andrew 
Jones, Thomas Laurens
Kehr, Edward Charles
Kernan, Francis 
Kerr, Michael Crawford
Ketchum, Winthrop Welles
Key, David McKendree
Kimball, Alanson Mellen
King, William Smith
La Dow, George Augustus
Landers, Franklin 
Lane, La Fayette
Lawrence, William 
Le Moyne, John Valcoulon
Leavenworth, Elias Warner
Levy, William Mallory
Lord, Scott 
MacDougall, Clinton Dugald
Magoon, Henry Sterling
McCrary, George Washington
McDonald, Joseph Ewing
McFarland, William 
Meade, Edwin Ruthven
Metcalfe, Henry Bleecker
Miller, Samuel Franklin
Milliken, Charles William
Morey, Frank 
Nash, Charles Edmund
Neal, Lawrence Talbot
Norton, Nelson Ira
O’Brien, William James
Odell, Nathaniel Holmes
Packer, John Black
Parsons, Edward Young
Pierce, Henry Lillie
Piper, William Adam
Plaisted, Harris Merrill
Poppleton, Earley Franklin
Potter, Allen 
Powell, Joseph 
Pratt, Henry Otis
Purman, William James
Randolph, Theodore Fitz
Reilly, John 
Robbins, John 
Ross, Sobieski 
Rusk, Jeremiah McLain
Savage, John Simpson
Schumaker, John Godfrey
Seelye, Julius Hawley
Sharon, William 
Sheakley, James 
Spencer, William Brainerd
Stanton, William Henry
Starkweather, Henry Howard
Steele, William Randolph
Stone, William Henry
Stowell, William Henry Harrison
Tarbox, John Kemble
Teese, Frederick Halstead
Terry, William 
Thomas, Phillip Francis
Thompson, Charles Perkins
Thurman, Allen Granberry
Townsend, Washington 
Tufts, John Quincy
Vance, John Luther
Waldron, Henry 
Walker, Charles Christopher Brainerd
Wallace, Alexander Stuart
Wallace, John Winfield
Wallace, William Andrew
Walling, Ansel Tracy
Walls, Josiah Thomas
Ward, Elijah 
Warren, William Wirt
Watterson, Henry 
Wells, Guilford Wiley
Wheeler, William Almon
Whitehouse, John Osborne
Whiting, Richard Henry
Willard, George 
Williams, James Douglas
Williams, William Brewster
Wilshire, William Wallace
Withers, Robert Enoch
Wood, Alan 
Woodworth, Laurin Dewey
Barnum, William Henry
Blaine, James Gillespie
Chaffee, Jerome Bunty
Price, Samuel 
Hayes, Rutherford Birchard
Armstrong, David Hartley
Bacon, William Johnson
Bagley, George Augustus
Bailey, James Edmund
Baker, William Henry
Banning, Henry Blackstone
Beebe, George Monroe
Bell, Hiram Parks
Benedict, Charles Brewster
Boone, Andrew Rechmond
Brentano, Lorenzo 
Bridges, Samuel Augustus
Brogden, Curtis Hooks
Bundy, Solomon 
Burchard, Horatio Chapin
Burdick, Theodore Weld
Butler, Benjamin Franklin
Cain, Richard Harvey
Caldwell, William Parker
Candler, Milton Anthony
Clarke, John Blades
Cole, Nathan 
Collins, Francis Dolan
Corlett, William Wellington
Cox, Jacob Dolson
Crittenden, Thomas Theodore
Cummings, Henry Johnson Brodhead
Cutler, Augustus William
Davis, David 
Davis, Henry Gassaway
Dean, Benjamin 
Denison, Dudley Chase
Douglas, Beverly Browne
Durham, Milton Jameson
Eames, Benjamin Tucker
Eickhoff, Anthony 
Ellsworth, Charles Clinton
Evans, James La Fayette
Fenn, Stephen Southmyd
Ferry, Thomas White
Fleming, William Bennett
Foster, Charles 
Franklin, Benjamin Joseph
Freeman, Chapman 
Fuller, Benoni Stinson
Gardner, Mills 
Garth, William Willis
Gause, Lucien Coatsworth
Giddings, De Witt Clinton
Glover, John Montgomery
Grover, La Fayette
Hamilton, Andrew Holman
Hanna, John 
Harrison, Carter Henry
Hart, Elizur Kirke
Hartridge, Julian 
Hartzell, William 
Hatcher, Robert Anthony
Hendee, George Whitman
Hereford, Frank 
Hill, Benjamin Harvey
Hungerford, John Newton
Hunter, Morton Craig
Ittner, Anthony Friday
Jacobs, Orange 
Johnston, John Warfield
Jones, Frank 
Jones, John Sills
Keightley, Edwin William
Kidder, Jefferson Parish
Kirkwood, Samuel Jordan
Knapp, Robert McCarty
Landers, George Marcellus
Lathrop, William 
Leonard, John Edwards
Ligon, Robert Fulwood
Luttrell, John King
Lynde, William Pitt
Mackey, Levi Augustus
Matthews, Stanley 
Mayham, Stephen Lorenzo
Metcalfe, Lyne Shackelford
Oliver, Samuel Addison
Patterson, George Washington
Peddie, Thomas Baldwin
Phillips, William Addison
Pollard, Henry Moses
Potter, Clarkson Nott
Pridemore, Auburn Lorenzo
Pugh, John Howard
Quinn, Terence John
Rainey, Joseph Hayne
Randolph, James Henry
Rea, David 
Rice, Americus Vespucius
Riddle, Haywood Yancey
Robbins, William McKendree
Roberts, Charles Boyle
Robinson, Milton Stapp
Rollins, Edward Henry
Romero, Trinidad 
Sampson, Ezekiel Silas
Saunders, Alvin 
Sayler, Milton 
Sexton, Leonidas 
Sinnickson, Clement Hall
Southard, Milton Isaiah
Stenger, William Shearer
Stevens, Hiram Sanford
Stewart, Jacob Henry
Stone, Joseph Champlin
Swann, Thomas 
Thompson, John McCandless
Thornburgh, Jacob Montgomery
Tipton, Thomas Foster
Townsend, Martin Ingham
Turney, Jacob 
Van Vorhes, Nelson Holmes
Veeder, William Davis
Waddell, Alfred Moore
Walker, Gilbert Carlton
Walsh, William 
Warner, Levi 
Welch, Frank 
White, Michael Doherty
Wigginton, Peter Dinwiddie
Williams, Alpheus Starkey
Williams, Andrew 
Williams, James 
Williams, Jeremiah Norman
Williams, Richard 
Willis, Benjamin Albertson
Wren, Thomas 
Young, John Smith
Acklen, Joseph Hayes
Bachman, Reuben Knecht
Bailey, John Mosher
Baker, John Harris
Baldwin, Henry Porter
Ballou, Latimer Whipple
Barber, Hiram 
Barlow, Bradley 
Beale, Richard Lee Turberville
Bell, Charles Henry
Bennett, Granville Gaylord
Bicknell, George Augustus
Blake, John Lauris
Bouck, Gabriel 
Boyd, Thomas Alexander
Brigham, Lewis Alexander
Bright, John Morgan
Campbell, John Goulder
Carpenter, Matthew Hale
Chandler, Zachariah 
Chittenden, Simeon Baldwin
Claflin, William 
Clark, Alvah Augustus
Clark, Rush 
Clements, Newton Nash
Clymer, Hiester 
Coffroth, Alexander Hamilton
Conkling, Roscoe 
Cowgill, Calvin 
Daggett, Rollin Mallory
Davis, Horace 
Davis, Joseph Jonathan
De La Matyr, Gilbert 
Dick, Samuel Bernard
Dickey, Henry Luther
Downey, Stephen Wheeler
Einstein, Edwin 
Elam, Joseph Barton
Ewing, Thomas 
Farley, James Thompson
Farr, Evarts Worcester
Felton, William Harrell
Ferdon, John William
Field, Walbridge Abner
Finley, Ebenezer Byron
Forsythe, Albert Palaska
Fort, Greenbury Lafayette
Gillette, Edward Hooker
Goode, John 
Groome, James Black
Harris, John Thomas
Hayes, Philip Cornelius
Henkle, Eli Jones
Henry, Daniel Maynadier
Hill, Nathaniel Peter
Hostetler, Abraham Jonathan
Houston, George Smith
Hull, Noble Andrew
James, Amaziah Bailey
Johnston, Joseph Eggleston
Jonas, Benjamin Franklin
Killinger, John Weinland
Kimmel, William 
Kitchin, William Hodges
Lay, Alfred Morrison
Lewis, Burwell Boykin
Loring, George Bailey
Lounsbery, William 
Majors, Thomas Jefferson
Martin, Benjamin Franklin
Martin, Joseph John
McGowan, Jonas Hartzell
McMahon, John A.
Monroe, James 
Myers, William Ralph
New, Jeptha Dudley
Newberry, John Stoughton
O’Brien, James 
O’Reilly, Daniel 
Osmer, James H.
Otero, Mariano Sabino
Overton, Edward 
Pendleton, George Hunt
Persons, Henry 
Philips, John Finis
Pierce, Ray Vaughn
Poehler, Henry 
Price, Hiram 
Richmond, James Buchanan
Rothwell, Gideon Frank
Russell, Daniel Lindsay
Ryon, John Walker
Samford, William James
Sapp, William Fletcher
Sawyer, Samuel Locke
Schleicher, Gustave 
Shields, James 
Slater, James Harvey
Slemons, William Ferguson
Smith, Hezekiah Bradley
Smith, William Ephraim
Starin, John Henry
Steele, Walter Leak
Stevenson, Adlai Ewing
Stone, John Wesley
Turner, Thomas 
Voorhis, Charles Henry
Waddill, James Richard
Walker, James David
Wells, Erastus 
White, Harry 
Whiteaker, John 
Williams, John Stuart
Wright, Hendrick Bradley
Yeates, Jesse Johnson
Yocum, Seth Hartman
Garfield, James Abram
Windom, William 
Ainslie, George 
Aldrich, William 
Allen, Thomas 
Armfield, Robert Franklin
Atherton, Gibson 
Atkins, John DeWitt Clinton
Bayard, Thomas Francis
Berry, Campbell Polson
Black, George Robison
Bowman, Selwyn Zadock
Briggs, James Frankland
Burrows, Joseph Henry
Caldwell, John William
Cameron, Angus 
Camp, John Henry
Cannon, George Quayle
Carpenter, Cyrus Clay
Chapman, Andrew Grant
Clark, John Bullock
Colerick, Walpole Gillespie
Conger, Omar Dwight
Cook, Philip 
Cornell, Thomas 
Crapo, William Wallace
Cravens, Jordan Edgar
Crowley, Richard 
Darrall, Chester Bidwell
Dawes, Rufus 
De Motte, Mark Lindsey
Deering, Nathaniel Cobb
Dezendorf, John Frederick
Doxey, Charles Taylor
Dugro, Philip Henry
Dwight, Jeremiah Wilbur
Edgerton, Alonzo Jay
Errett, Russell 
Fair, James Graham
Farwell, Sewall Spaulding
Finley, Jesse Johnson
Fisher, Horatio Gates
Ford, Nicholas 
Frost, Richard Graham
Fulkerson, Abram 
Godshalk, William 
Gunter, Thomas Montague
Hall, Joshua Gilman
Hammond, John 
Hardenbergh, Augustus Albert
Harris, Benjamin Winslow
Harris, Henry Schenck
Hawk, Robert Moffett Allison
Hazeltine, Ira Sherwin
Hazelton, George Cochrane
Heilman, William 
Hill, John 
Hoge, John Blair
House, John Ford
Hubbell, Jay Abel
Hubbs, Orlando 
Humphrey, Herman Leon
Jackson, Howell Edmunds
Jacobs, Ferris 
Jadwin, Cornelius Comegys
Jones, Charles William
Jones, George Washington
Jones, Phineas 
Jorgensen, Joseph 
Joyce, Charles Herbert
Klotz, Robert 
Knott, James Proctor
Ladd, George Washington
Lapham, Elbridge Gerry
Leedom, John Peter
Lewis, John Henry
Lindsey, Stephen Decatur
Lord, Henry William
Lowe, William Manning
Lynch, John Roy
Mahone, William 
Martin, Edward Livingston
Mason, Joseph 
Maxey, Samuel Bell
McCook, Anson George
McDill, James Wilson
McKenzie, James Andrew
McLane, Robert Milligan
McLean, James Henry
McMillan, Samuel James Renwick
Miller, John Franklin
Miller, Warner 
Mitchell, John Inscho
Moore, William Robert
Morton, Levi Parsons
Mosgrove, James 
Murch, Thompson Henry
Neal, Henry Safford
Nolan, Michael Nicholas
Norcross, Amasa 
O’Connor, Michael Patrick
Orth, Godlove Stein
Pacheco, Romualdo 
Page, Horace Francis
Peirce, Robert Bruce Fraser
Phelps, James 
Phister, Elijah Conner
Pound, Thaddeus Coleman
Prescott, Cyrus Dan
Rice, John Birchard
Rice, Theron Moses
Rich, John Tyler
Richardson, David Plunket
Richardson, John Smythe
Ritchie, James Monroe
Robeson, George Maxwell
Ross, Miles 
Scoville, Jonathan 
Sessinghaus, Gustavus 
Shackelford, John Williams
Shallenberger, William Shadrack
Sherwin, John Crocker
Shultz, Emanuel 
Simonton, Charles Bryson
Singleton, James Washington
Smith, Dietrich Conrad
Smith, John Hyatt
Sparks, William Andrew Jackson
Spaulding, Oliver Lyman
Speer, Emory 
Stephens, Alexander Hamilton
Thompson, William George
Townsend, Amos 
Tyler, James Manning
Updegraff, Jonathan Taylor
Upson, Christopher Columbus
Urner, Milton George
Van Aernam, Henry 
Van Wyck, Charles Henry
Walker, Robert Jarvis Cochran
Ward, William 
Webber, George Washington
Williams, Charles Grandison
Willits, Edwin 
Wilson, Benjamin 
Wise, Morgan Ringland
Wood, Benjamin 
Wood, Fernando 
Wood, Walter Abbott
Young, Thomas Lowry
Barrow, Middleton Pope
Chilcott, George Miles
Alexander, Armstead Milton
Anthony, Henry Bowen
Bagley, John Holroyd
Barr, Samuel Fleming
Belford, James Burns
Bisbee, Horatio 
Bowen, Thomas Mead
Brainerd, Samuel Myron
Bratton, John 
Breitung, Edward 
Brents, Thomas Hurley
Brewer, Francis Beattie
Brewer, John Hart
Broadhead, James Overton
Buchanan, Hugh 
Buckner, Aylett Hawes
Budd, James Herbert
Calkins, William Henry
Cassidy, George Williams
Chalmers, James Ronald
Clay, James Franklin
Connolly, Daniel Ward
Converse, George Leroy
Cook, John Calhoun
Cosgrove, John 
Covington, George Washington
Craig, George Henry
Culbertson, William Wirt
Cullen, William 
Cutts, Marsena Edgar
Davis, George Royal
Davis, Lowndes Henry
Deuster, Peter Victor
Dibrell, George Gibbs
Dorsheimer, William 
Dowd, Clement 
Duncan, William Addison
Eaton, William Wallace
Elliott, Mortimer Fitzland
Ellis, Ezekiel John
English, William Eastin
Evins, John Hamilton
Ferrell, Thomas Merrill
Fiedler, William Henry Frederick
Finerty, John Frederick
Follett, John Fassett
Garland, Augustus Hill
Garrison, George Tankard
George, Melvin Clark
Glascock, John Raglan
Graves, Alexander 
Hancock, John 
Hardeman, Thomas 
Hardy, John 
Hart, Alphonso 
Haskell, Dudley Chase
Hatch, Herschel Harrison
Herndon, Thomas Hord
Hewitt, Goldsmith Whitehouse
Hoblitzell, Fetter Schrier
Holton, Hart Benton
Hooper, Benjamin Stephen
Hopkins, James Herron
Horr, Roswell Gilbert
Houseman, Julius 
Howey, Benjamin Franklin
Hunt, Carleton 
Hurd, Frank Hunt
Hutchins, Waldo 
Jeffords, Elza 
Jones, Burr W.
Jordan, Isaac M.
Kasson, John Adam
Kellogg, William Pitt
Lacey, Edward Samuel
Lamar, Lucius Quintus Cincinnatus
Lamb, John Edward
Lawrence, George Van Eman
Lewis, Edward Taylor
Luna, Tranquilino 
Lyman, Theodore 
Mackey, Edmund William McGregor
Maginnis, Martin 
Manning, Vannoy Hartrog
Manzanares, Francisco Antonio
Mayo, Robert Murphy
McCoid, Moses Ayers
McCormick, John Watts
Moulton, Samuel Wheeler
Muldrow, Henry Lowndes
Murray, Robert Maynard
Nicholls, John Calhoun
Ochiltree, Thomas Peck
Oury, Granville Henderson
Paige, David Raymond
Palmer, Thomas Witherell
Patton, John Denniston
Paul, John 
Peelle, Stanton Judkins
Pike, Austin Franklin
Poland, Luke Potter
Pool, Walter Freshwater
Post, George Adams
Post, Morton Everel
Potter, Orlando Brunson
Pryor, Luke 
Pusey, William Henry Mills
Ray, Ossian 
Raymond, John Baldwin
Riddleberger, Harrison Holt
Robinson, George Dexter
Robinson, James Sidney
Robinson, William Erigena
Rogers, William Findlay
Rosecrans, William Starke
Russell, William Augustus
Sabin, Dwight May
Saulsbury, Eli 
Scales, Alfred Moore
Shaw, Aaron 
Shelley, Charles Miller
Singiser, Theodore Frelinghuysen
Skinner, Charles Rufus
Slocum, Henry Warner
Smith, Abraham Herr
Smith, Hiram Ypsilanti
Stevens, Robert Smith
Stockslager, Strother Madison
Sumner, Charles Allen
Sumner, Daniel Hadley
Tabor, Horace Austin Warner
Thompson, Philip Burton
Tully, Pleasant Britton
Turner, Oscar 
Valentine, Edward Kimble
Van Alstyne, Thomas Jefferson
Vance, Robert Brank
Wallace, Jonathan Hasson
Warner, Richard 
Weller, Luman Hamlin
Wemple, Edward 
White, John Daugherty
Williams, Thomas 
Wilson, James 
Winans, John 
Wise, John Sergeant
Wood, Thomas Jefferson
Woodward, Gilbert Motier
Yaple, George Lewis
York, Tyre 
Young, Hiram Casey
Sheffield, William Paine
Adams, John Joseph
Aiken, David Wyatt
Anderson, Charles Marley
Arnot, John 
Ballentine, John Goff
Barksdale, Ethelbert 
Beach, Lewis 
Bean, Curtis Coe
Bennett, Risden Tyler
Boyle, Charles Edmund
Brady, James Dennis
Bragg, Edward Stuyvesant
Brown, Joseph Emerson
Brown, William Wallace
Buck, John Ransom
Burleigh, Henry Gordon
Cabell, George Craighead
Caldwell, Andrew Jackson
Campbell, Jacob Miller
Carleton, Ezra Child
Chace, Jonathan 
Cobb, Thomas Reed
Cole, William Hinson
Comstock, Charles Carter
Cox, William Ruffin
Croxton, Thomas 
Curtin, Andrew Gregg
Dawson, William 
Dowdney, Abraham 
Eden, John Rice
Eldredge, Nathaniel Buel
Ellsberry, William Wallace
Ellwood, Reuben 
Ely, Frederick David
Eustis, James Biddle
Evans, Isaac Newton
Evarts, William Maxwell
Everhart, James Bowen
Findlay, John Van Lear
Fleeger, George Washington
Ford, George 
Frederick, Benjamin Todd
Geddes, George Washington
Gibson, Eustace 
Gilfillan, John Bachop
Green, Robert Stockton
Green, Wharton Jackson
Hahn, Michael 
Hailey, John 
Hale, John Blackwell
Hall, Benton Jay
Halsell, John Edward
Hammond, Nathaniel Job
Hampton, Wade 
Hanback, Lewis 
Harris, Henry Richard
Haynes, Martin Alonzo
Henley, Barclay 
Hewitt, Abram Stevens
Hill, William David
Ingalls, John James
Irion, Alfred Briggs
James, Darwin Rush
Johnson, Frederick Avery
Jones, James Henry
King, John Floyd
Kleiner, John Jay
Le Fevre, Benjamin 
Libbey, Harry 
Lindsley, James Girard
Little, John 
Logan, John Alexander
Lore, Charles Brown
Louttit, James Alexander
Lovering, Henry Bacon
Lowry, Robert 
Markham, Henry Harrison
Martin, John Mason
Maybury, William Cotter
Millard, Stephen Columbus
Miller, James Francis
Mitchell, Charles Le Moyne
Morrison, William Ralls
Murphy, Jeremiah Henry
Neece, William Henry
